FileName,EmoDetail
005-121.1-2_10.wav,"WORKER00014345; Happy; Happy,Excited; A:4.000000; V:5.000000; D:5.000000;"
005-121.1-2_10.wav,"WORKER00014368; Happy; Happy,Concerned; A:4.000000; V:5.000000; D:5.000000;"
005-121.1-2_10.wav,WORKER00014332; Happy; Happy; A:3.000000; V:5.000000; D:4.000000;
005-121.1-2_32.wav,"WORKER00014364; Angry; Angry,Neutral,Surprise; A:5.000000; V:2.000000; D:5.000000;"
005-121.1-2_32.wav,"WORKER00014369; Neutral; Neutral,Surprise; A:5.000000; V:4.000000; D:6.000000;"
005-121.1-2_32.wav,"WORKER00014367; Surprise; Surprise,Concerned; A:3.000000; V:2.000000; D:5.000000;"
005-121.1-2_32.wav,"WORKER00014365; Contempt; Frustrated,Contempt; A:5.000000; V:3.000000; D:3.000000;"
005-121.1-2_32.wav,"WORKER00014345; Disgust; Frustrated,Disgust,Annoyed; A:5.000000; V:2.000000; D:5.000000;"
005-121.1-2_44.wav,WORKER00014332; Happy; Happy; A:4.000000; V:5.000000; D:4.000000;
005-121.1-2_44.wav,WORKER00014347; Happy; Happy; A:4.000000; V:5.000000; D:5.000000;
005-121.1-2_44.wav,WORKER00014329; Happy; Happy; A:5.000000; V:6.000000; D:4.000000;
005-121.1-2_44.wav,WORKER00014350; Happy; Happy; A:5.000000; V:5.000000; D:4.000000;
005-121.1-2_44.wav,"WORKER00014363; Happy; Happy,Amused,Excited; A:4.000000; V:5.000000; D:4.000000;"
006-040.1-2_13.wav,"WORKER00014325; Sad; Sad,Concerned; A:2.000000; V:4.000000; D:4.000000;"
006-040.1-2_13.wav,"WORKER00014332; Happy; Happy,Concerned; A:4.000000; V:6.000000; D:6.000000;"
006-040.1-2_13.wav,"WORKER00014348; Fear; Neutral,Concerned,Fear; A:5.000000; V:3.000000; D:5.000000;"
006-040.1-2_13.wav,"WORKER00014354; Happy; Happy,Concerned; A:5.000000; V:5.000000; D:5.000000;"
006-040.1-2_13.wav,WORKER00014342; Happy; Happy; A:5.000000; V:6.000000; D:5.000000;
006-138.1-2_8.wav,"WORKER00014325; Sad; Sad,Concerned,Disappointed; A:2.000000; V:4.000000; D:3.000000;"
006-138.1-2_8.wav,"WORKER00014332; Sad; Sad,Depressed; A:1.000000; V:1.000000; D:4.000000;"
006-138.1-2_8.wav,"WORKER00014348; Sad; Sad,Depressed,Concerned,Fear; A:3.000000; V:2.000000; D:6.000000;"
006-138.1-2_8.wav,"WORKER00014354; Neutral; Neutral,Concerned; A:5.000000; V:4.000000; D:5.000000;"
006-138.1-2_8.wav,"WORKER00014342; Neutral; Sad,Neutral,Concerned; A:1.000000; V:4.000000; D:2.000000;"
007-036.1-2_26.wav,WORKER00014365; Neutral; Neutral; A:2.000000; V:4.000000; D:4.000000;
007-036.1-2_26.wav,WORKER00014332; Neutral; Neutral; A:2.000000; V:4.000000; D:4.000000;
007-036.1-2_26.wav,WORKER00014343; Neutral; Neutral; A:3.000000; V:4.000000; D:4.000000;
007-036.1-2_26.wav,"WORKER00014366; Neutral; Neutral,Concerned; A:2.000000; V:4.000000; D:5.000000;"
007-036.1-2_26.wav,WORKER00014350; Neutral; Neutral; A:4.000000; V:4.000000; D:4.000000;
007-036.1-2_32.wav,WORKER00014365; Neutral; Neutral; A:4.000000; V:4.000000; D:5.000000;
007-036.1-2_32.wav,WORKER00014332; Neutral; Neutral; A:4.000000; V:4.000000; D:4.000000;
007-036.1-2_32.wav,WORKER00014343; Neutral; Neutral; A:4.000000; V:4.000000; D:4.000000;
007-036.1-2_32.wav,"WORKER00014364; Neutral; Happy,Neutral; A:4.000000; V:4.000000; D:4.000000;"
007-036.1-2_32.wav,WORKER00014350; Neutral; Neutral; A:4.000000; V:4.000000; D:4.000000;
007-036.1-2_41.wav,"WORKER00014365; Neutral; Amused,Neutral,Excited; A:4.000000; V:4.000000; D:5.000000;"
007-036.1-2_41.wav,"WORKER00014368; Happy; Happy,Concerned; A:4.000000; V:5.000000; D:5.000000;"
007-036.1-2_41.wav,WORKER00014346; Happy; Happy; A:4.000000; V:5.000000; D:4.000000;
007-036.1-2_41.wav,WORKER00014369; Neutral; Neutral; A:4.000000; V:5.000000; D:5.000000;
007-036.1-2_41.wav,WORKER00014370; Neutral; Neutral; A:3.000000; V:4.000000; D:4.000000;
009-015.1-2_1.wav,"WORKER00014343; Neutral; Neutral,Surprise; A:4.000000; V:4.000000; D:4.000000;"
009-015.1-2_1.wav,"WORKER00014363; Happy; Happy,Amused,Concerned,Disappointed,Excited,Annoyed; A:4.000000; V:5.000000; D:4.000000;"
009-015.1-2_1.wav,"WORKER00014364; Angry; Angry,Neutral,Concerned; A:6.000000; V:4.000000; D:5.000000;"
009-015.1-2_1.wav,"WORKER00014347; Angry; Angry,Annoyed; A:4.000000; V:3.000000; D:5.000000;"
009-015.1-2_1.wav,"WORKER00014367; Angry; Angry,Annoyed; A:5.000000; V:2.000000; D:5.000000;"
009-019.1-2_6.wav,WORKER00014350; Other-Annoyed; Annoyed; A:4.000000; V:3.000000; D:5.000000;
009-019.1-2_6.wav,"WORKER00014365; Neutral; Angry,Neutral,Contempt; A:2.000000; V:3.000000; D:6.000000;"
009-019.1-2_6.wav,"WORKER00014345; Disgust; Frustrated,Disgust,Annoyed; A:4.000000; V:2.000000; D:5.000000;"
009-019.1-2_6.wav,WORKER00014332; Contempt; Contempt; A:4.000000; V:2.000000; D:4.000000;
009-019.1-2_6.wav,"WORKER00014343; Angry; Angry,Frustrated,Contempt; A:3.000000; V:3.000000; D:5.000000;"
009-021.1-2_17.wav,"WORKER00014364; Neutral; Neutral,Concerned,Excited; A:5.000000; V:4.000000; D:5.000000;"
009-021.1-2_17.wav,"WORKER00014347; Angry; Angry,Frustrated,Annoyed; A:4.000000; V:3.000000; D:5.000000;"
009-021.1-2_17.wav,"WORKER00014365; Neutral; Amused,Neutral; A:5.000000; V:4.000000; D:5.000000;"
009-021.1-2_17.wav,"WORKER00014363; Angry; Angry,Frustrated,Annoyed; A:5.000000; V:3.000000; D:5.000000;"
009-021.1-2_17.wav,"WORKER00014366; Neutral; Neutral,Concerned,Annoyed; A:3.000000; V:2.000000; D:5.000000;"
009-052.1-2_29.wav,WORKER00014328; Neutral; Neutral; A:5.000000; V:4.000000; D:4.000000;
009-052.1-2_29.wav,"WORKER00014342; Neutral; Neutral,Annoyed; A:1.000000; V:3.000000; D:2.000000;"
009-052.1-2_29.wav,"WORKER00014332; Sad; Sad,Depressed; A:1.000000; V:1.000000; D:1.000000;"
009-052.1-2_29.wav,"WORKER00014344; Neutral; Neutral,Concerned; A:4.000000; V:3.000000; D:6.000000;"
009-052.1-2_29.wav,WORKER00014329; Neutral; Neutral; A:3.000000; V:4.000000; D:4.000000;
009-052.1-2_6.wav,WORKER00014332; Contempt; Contempt; A:4.000000; V:3.000000; D:4.000000;
009-052.1-2_6.wav,"WORKER00014342; Neutral; Happy,Neutral; A:4.000000; V:4.000000; D:5.000000;"
009-052.1-2_6.wav,WORKER00014328; Neutral; Neutral; A:5.000000; V:4.000000; D:4.000000;
009-052.1-2_6.wav,"WORKER00014349; Neutral; Happy,Neutral,Concerned; A:2.000000; V:4.000000; D:3.000000;"
009-052.1-2_6.wav,WORKER00014335; Neutral; Neutral; A:5.000000; V:4.000000; D:4.000000;
009-122.1-2_151.wav,"WORKER00014332; Sad; Sad,Depressed; A:3.000000; V:2.000000; D:3.000000;"
009-122.1-2_151.wav,"WORKER00014342; Neutral; Happy,Amused,Neutral,Excited; A:5.000000; V:4.000000; D:5.000000;"
009-122.1-2_151.wav,WORKER00014328; Neutral; Neutral; A:5.000000; V:4.000000; D:4.000000;
009-122.1-2_151.wav,"WORKER00014349; Other-Annoyed; Disappointed,Annoyed; A:2.000000; V:3.000000; D:4.000000;"
009-122.1-2_151.wav,"WORKER00014335; Neutral; Neutral,Concerned; A:3.000000; V:4.000000; D:3.000000;"
009-122.1-2_2.wav,"WORKER00014325; Neutral; Neutral,Concerned,Disappointed; A:4.000000; V:4.000000; D:4.000000;"
009-122.1-2_2.wav,WORKER00014332; Happy; Happy; A:4.000000; V:5.000000; D:4.000000;
009-122.1-2_2.wav,"WORKER00014348; Angry; Angry,Frustrated,Concerned,Confused; A:5.000000; V:3.000000; D:6.000000;"
009-122.1-2_2.wav,WORKER00014354; Other-Concerned; Concerned; A:6.000000; V:3.000000; D:6.000000;
009-122.1-2_2.wav,"WORKER00014342; Neutral; Neutral,Concerned,Confused,Annoyed; A:3.000000; V:4.000000; D:4.000000;"
010-064.1-2_17.wav,WORKER00014350; Happy; Happy; A:4.000000; V:6.000000; D:5.000000;
010-064.1-2_17.wav,"WORKER00014365; Neutral; Happy,Amused,Neutral; A:3.000000; V:5.000000; D:5.000000;"
010-064.1-2_17.wav,"WORKER00014345; Happy; Happy,Excited; A:5.000000; V:5.000000; D:5.000000;"
010-064.1-2_17.wav,"WORKER00014368; Angry; Angry,Concerned; A:3.000000; V:3.000000; D:5.000000;"
010-064.1-2_17.wav,WORKER00014332; Neutral; Neutral; A:4.000000; V:4.000000; D:4.000000;
012-003.1-2_12.wav,"WORKER00014325; Neutral; Neutral,Contempt; A:2.000000; V:4.000000; D:4.000000;"
012-003.1-2_12.wav,WORKER00014332; Angry; Angry; A:4.000000; V:1.000000; D:6.000000;
012-003.1-2_12.wav,"WORKER00014348; Happy; Happy,Amused,Neutral,Concerned; A:6.000000; V:5.000000; D:5.000000;"
012-003.1-2_12.wav,WORKER00014354; Other-Concerned; Concerned; A:5.000000; V:4.000000; D:5.000000;
012-003.1-2_12.wav,"WORKER00014342; Neutral; Angry,Neutral,Frustrated,Annoyed; A:2.000000; V:3.000000; D:4.000000;"
012-003.1-2_3.wav,"WORKER00014325; Other-confused; Concerned,Disappointed,Confused; A:5.000000; V:3.000000; D:4.000000;"
012-003.1-2_3.wav,"WORKER00014332; Contempt; Angry,Contempt; A:4.000000; V:2.000000; D:4.000000;"
012-003.1-2_3.wav,"WORKER00014348; Fear; Surprise,Concerned,Confused,Fear; A:6.000000; V:3.000000; D:4.000000;"
012-003.1-2_3.wav,"WORKER00014354; Other-Concerned; Surprise,Concerned; A:5.000000; V:2.000000; D:5.000000;"
012-003.1-2_3.wav,"WORKER00014342; Neutral; Sad,Neutral,Concerned,Fear; A:3.000000; V:4.000000; D:3.000000;"
012-003.1-2_40.wav,WORKER00014343; Neutral; Neutral; A:3.000000; V:4.000000; D:3.000000;
012-003.1-2_40.wav,"WORKER00014363; Fear; Sad,Amused,Concerned,Fear; A:4.000000; V:3.000000; D:3.000000;"
012-003.1-2_40.wav,"WORKER00014345; Neutral; Neutral,Concerned; A:3.000000; V:4.000000; D:4.000000;"
012-003.1-2_40.wav,"WORKER00014364; Neutral; Neutral,Concerned,Confused,Annoyed; A:4.000000; V:4.000000; D:3.000000;"
012-003.1-2_40.wav,WORKER00014347; Neutral; Neutral; A:3.000000; V:5.000000; D:3.000000;
012-003.1-2_60.wav,WORKER00014332; Happy; Happy; A:4.000000; V:5.000000; D:4.000000;
012-003.1-2_60.wav,WORKER00014343; Neutral; Neutral; A:5.000000; V:4.000000; D:4.000000;
012-003.1-2_60.wav,"WORKER00014363; Surprise; Happy,Amused,Surprise; A:5.000000; V:5.000000; D:5.000000;"
012-003.1-2_60.wav,"WORKER00014364; Happy; Happy,Neutral,Concerned,Excited; A:5.000000; V:5.000000; D:5.000000;"
012-003.1-2_60.wav,"WORKER00014350; Happy; Happy,Other-Grateful; A:4.000000; V:6.000000; D:6.000000;"
012-003.1-2_63.wav,"WORKER00014364; Happy; Happy,Amused,Neutral,Excited; A:5.000000; V:5.000000; D:5.000000;"
012-003.1-2_63.wav,"WORKER00014347; Happy; Happy,Amused,Excited; A:4.000000; V:5.000000; D:5.000000;"
012-003.1-2_63.wav,"WORKER00014365; Happy; Happy,Amused,Neutral; A:5.000000; V:6.000000; D:5.000000;"
012-003.1-2_63.wav,"WORKER00014363; Happy; Happy,Amused,Excited; A:4.000000; V:5.000000; D:4.000000;"
012-003.1-2_63.wav,"WORKER00014366; Happy; Happy,Amused,Surprise,Excited; A:4.000000; V:6.000000; D:4.000000;"
012-003.1-2_77.wav,WORKER00014332; Happy; Happy; A:4.000000; V:5.000000; D:4.000000;
012-003.1-2_77.wav,WORKER00014347; Happy; Happy; A:3.000000; V:5.000000; D:5.000000;
012-003.1-2_77.wav,WORKER00014329; Neutral; Neutral; A:5.000000; V:4.000000; D:4.000000;
012-003.1-2_77.wav,WORKER00014350; Happy; Happy; A:4.000000; V:5.000000; D:4.000000;
012-003.1-2_77.wav,"WORKER00014363; Neutral; Happy,Neutral; A:4.000000; V:4.000000; D:5.000000;"
012-117.1-2_30.wav,"WORKER00014325; Sad; Sad,Concerned,Disappointed; A:4.000000; V:4.000000; D:4.000000;"
012-117.1-2_30.wav,"WORKER00014332; Contempt; Annoyed,Contempt; A:3.000000; V:1.000000; D:3.000000;"
012-117.1-2_30.wav,"WORKER00014348; Neutral; Neutral,Concerned; A:5.000000; V:4.000000; D:4.000000;"
012-117.1-2_30.wav,"WORKER00014354; Neutral; Neutral,Concerned; A:3.000000; V:4.000000; D:4.000000;"
012-117.1-2_30.wav,"WORKER00014342; Neutral; Sad,Neutral,Concerned; A:2.000000; V:4.000000; D:4.000000;"
012-126.1-2_39.wav,WORKER00014332; Contempt; Contempt; A:4.000000; V:1.000000; D:5.000000;
012-126.1-2_39.wav,"WORKER00014342; Neutral; Neutral,Frustrated,Concerned,Annoyed; A:4.000000; V:4.000000; D:6.000000;"
012-126.1-2_39.wav,WORKER00014343; Neutral; Neutral; A:4.000000; V:4.000000; D:4.000000;
012-126.1-2_39.wav,WORKER00014354; Other-Concerned; Concerned; A:5.000000; V:4.000000; D:5.000000;
012-126.1-2_39.wav,"WORKER00014349; Other-Annoyed; Disappointed,Annoyed; A:5.000000; V:3.000000; D:5.000000;"
012-126.1-2_41.wav,"WORKER00014332; Sad; Sad,Confused; A:3.000000; V:2.000000; D:3.000000;"
012-126.1-2_41.wav,"WORKER00014342; Neutral; Sad,Neutral,Concerned,Fear; A:2.000000; V:4.000000; D:3.000000;"
012-126.1-2_41.wav,WORKER00014343; Neutral; Neutral; A:4.000000; V:4.000000; D:4.000000;
012-126.1-2_41.wav,WORKER00014328; Neutral; Neutral; A:5.000000; V:4.000000; D:4.000000;
012-126.1-2_41.wav,"WORKER00014356; Neutral; Neutral,Concerned; A:4.000000; V:5.000000; D:3.000000;"
013-077.1-2_17.wav,WORKER00014343; Neutral; Neutral; A:3.000000; V:4.000000; D:3.000000;
013-077.1-2_17.wav,"WORKER00014364; Neutral; Neutral,Concerned,Confused; A:4.000000; V:4.000000; D:2.000000;"
013-077.1-2_17.wav,"WORKER00014347; Angry; Angry,Frustrated,Concerned,Confused; A:3.000000; V:3.000000; D:4.000000;"
013-077.1-2_17.wav,WORKER00014365; Neutral; Concerned; A:4.000000; V:4.000000; D:5.000000;
013-077.1-2_17.wav,"WORKER00014363; Angry; Angry,Frustrated; A:4.000000; V:3.000000; D:3.000000;"
013-077.1-2_33.wav,"WORKER00014364; Neutral; Neutral,Frustrated; A:5.000000; V:4.000000; D:5.000000;"
013-077.1-2_33.wav,WORKER00014365; Neutral; Neutral; A:3.000000; V:4.000000; D:4.000000;
013-077.1-2_33.wav,"WORKER00014363; Surprise; Surprise,Excited; A:4.000000; V:5.000000; D:4.000000;"
013-077.1-2_33.wav,"WORKER00014366; Neutral; Amused,Neutral,Surprise,Concerned; A:3.000000; V:3.000000; D:5.000000;"
013-077.1-2_33.wav,WORKER00014369; Neutral; Neutral; A:3.000000; V:4.000000; D:4.000000;
013-077.1-2_9.wav,"WORKER00014364; Neutral; Neutral,Concerned; A:3.000000; V:4.000000; D:3.000000;"
013-077.1-2_9.wav,WORKER00014365; Neutral; Neutral; A:2.000000; V:4.000000; D:5.000000;
013-077.1-2_9.wav,"WORKER00014363; Sad; Sad,Frustrated,Depressed,Annoyed; A:4.000000; V:3.000000; D:3.000000;"
013-077.1-2_9.wav,"WORKER00014366; Neutral; Neutral,Concerned; A:3.000000; V:3.000000; D:6.000000;"
013-077.1-2_9.wav,WORKER00014369; Neutral; Neutral; A:3.000000; V:4.000000; D:4.000000;
015-080.1-2_2.wav,"WORKER00014365; Happy; Happy,Amused,Neutral; A:5.000000; V:6.000000; D:4.000000;"
015-080.1-2_2.wav,WORKER00014332; Happy; Happy; A:4.000000; V:5.000000; D:4.000000;
015-080.1-2_2.wav,"WORKER00014343; Surprise; Neutral,Surprise; A:3.000000; V:4.000000; D:4.000000;"
015-080.1-2_2.wav,"WORKER00014364; Happy; Happy,Neutral,Excited; A:5.000000; V:5.000000; D:4.000000;"
015-080.1-2_2.wav,WORKER00014350; Happy; Happy; A:4.000000; V:5.000000; D:4.000000;
015-080.1-2_254.wav,WORKER00014332; Happy; Happy; A:4.000000; V:5.000000; D:4.000000;
015-080.1-2_254.wav,WORKER00014347; Neutral; Neutral; A:3.000000; V:4.000000; D:4.000000;
015-080.1-2_254.wav,WORKER00014329; Neutral; Neutral; A:3.000000; V:4.000000; D:4.000000;
015-080.1-2_254.wav,WORKER00014350; Neutral; Neutral; A:5.000000; V:4.000000; D:3.000000;
015-080.1-2_254.wav,"WORKER00014363; Happy; Happy,Amused,Excited; A:4.000000; V:5.000000; D:5.000000;"
017-046b.1-2_0.wav,"WORKER00014343; Happy; Happy,Neutral; A:4.000000; V:5.000000; D:4.000000;"
017-046b.1-2_0.wav,"WORKER00014364; Angry; Angry,Neutral,Disappointed,Annoyed; A:5.000000; V:3.000000; D:4.000000;"
017-046b.1-2_0.wav,"WORKER00014347; Happy; Happy,Amused; A:4.000000; V:5.000000; D:4.000000;"
017-046b.1-2_0.wav,WORKER00014365; Neutral; Neutral; A:5.000000; V:4.000000; D:5.000000;
017-046b.1-2_0.wav,"WORKER00014363; Angry; Angry,Frustrated; A:4.000000; V:3.000000; D:4.000000;"
017-046b.1-2_7.wav,"WORKER00014325; Sad; Sad,Concerned; A:3.000000; V:4.000000; D:4.000000;"
017-046b.1-2_7.wav,"WORKER00014332; Sad; Sad,Concerned,Contempt; A:3.000000; V:3.000000; D:3.000000;"
017-046b.1-2_7.wav,"WORKER00014348; Neutral; Neutral,Concerned; A:6.000000; V:4.000000; D:5.000000;"
017-046b.1-2_7.wav,"WORKER00014354; Other-Concerned; Concerned,Disappointed; A:6.000000; V:3.000000; D:6.000000;"
017-046b.1-2_7.wav,"WORKER00014342; Neutral; Happy,Neutral,Concerned; A:3.000000; V:4.000000; D:4.000000;"
017-046b.1-2_8.wav,"WORKER00014325; Sad; Sad,Disappointed; A:2.000000; V:3.000000; D:4.000000;"
017-046b.1-2_8.wav,"WORKER00014332; Contempt; Confused,Annoyed,Contempt; A:4.000000; V:3.000000; D:3.000000;"
017-046b.1-2_8.wav,"WORKER00014348; Sad; Sad,Neutral,Concerned,Other-Grateful; A:4.000000; V:3.000000; D:5.000000;"
017-046b.1-2_8.wav,"WORKER00014354; Other-Concerned; Sad,Frustrated,Concerned; A:5.000000; V:3.000000; D:5.000000;"
017-046b.1-2_8.wav,"WORKER00014342; Neutral; Sad,Neutral,Concerned; A:5.000000; V:4.000000; D:5.000000;"
017-121.1-2_24.wav,"WORKER00014325; Happy; Happy,Excited; A:6.000000; V:5.000000; D:4.000000;"
017-121.1-2_24.wav,WORKER00014332; Happy; Happy; A:4.000000; V:5.000000; D:3.000000;
017-121.1-2_24.wav,"WORKER00014348; Happy; Happy,Amused,Other-Grateful; A:6.000000; V:6.000000; D:5.000000;"
017-121.1-2_24.wav,"WORKER00014354; Happy; Happy,Excited; A:6.000000; V:6.000000; D:6.000000;"
017-121.1-2_24.wav,"WORKER00014342; Happy; Happy,Excited; A:5.000000; V:6.000000; D:5.000000;"
024-126.1-2_6.wav,"WORKER00014325; Sad; Sad,Disappointed; A:2.000000; V:4.000000; D:2.000000;"
024-126.1-2_6.wav,"WORKER00014332; Sad; Sad,Contempt; A:2.000000; V:1.000000; D:1.000000;"
024-126.1-2_6.wav,"WORKER00014348; Neutral; Neutral,Concerned,Confused; A:5.000000; V:4.000000; D:6.000000;"
024-126.1-2_6.wav,"WORKER00014354; Neutral; Neutral,Concerned; A:2.000000; V:4.000000; D:2.000000;"
024-126.1-2_6.wav,"WORKER00014342; Neutral; Sad,Neutral; A:1.000000; V:4.000000; D:2.000000;"
027-044.1-2_30.wav,WORKER00014329; Neutral; Neutral; A:1.000000; V:4.000000; D:1.000000;
027-044.1-2_30.wav,"WORKER00014356; Neutral; Amused,Neutral,Concerned; A:5.000000; V:5.000000; D:4.000000;"
027-044.1-2_30.wav,WORKER00014342; Neutral; Neutral; A:1.000000; V:4.000000; D:1.000000;
027-044.1-2_30.wav,WORKER00014328; Neutral; Neutral; A:5.000000; V:4.000000; D:4.000000;
027-044.1-2_30.wav,"WORKER00014332; Happy; Happy,Concerned,Confused; A:5.000000; V:5.000000; D:5.000000;"
027-044.1-2_33.wav,WORKER00014329; Neutral; Neutral; A:4.000000; V:4.000000; D:2.000000;
027-044.1-2_33.wav,"WORKER00014356; Neutral; Neutral,Concerned; A:3.000000; V:5.000000; D:4.000000;"
027-044.1-2_33.wav,"WORKER00014342; Neutral; Neutral,Concerned,Excited; A:5.000000; V:4.000000; D:5.000000;"
027-044.1-2_33.wav,WORKER00014328; Neutral; Neutral; A:4.000000; V:4.000000; D:4.000000;
027-044.1-2_33.wav,"WORKER00014332; Happy; Happy,Neutral; A:4.000000; V:5.000000; D:4.000000;"
032-001.1-2_53.wav,"WORKER00014348; Neutral; Neutral,Concerned; A:4.000000; V:4.000000; D:5.000000;"
032-001.1-2_53.wav,"WORKER00014368; Sad; Sad,Concerned,Disappointed; A:3.000000; V:3.000000; D:5.000000;"
032-001.1-2_53.wav,"WORKER00014346; Angry; Angry,Fear; A:4.000000; V:3.000000; D:5.000000;"
032-001.1-2_53.wav,"WORKER00014370; Neutral; Neutral,Concerned; A:3.000000; V:3.000000; D:4.000000;"
032-001.1-2_53.wav,"WORKER00014345; Disgust; Concerned,Disgust,Annoyed; A:4.000000; V:3.000000; D:5.000000;"
032-001.1-2_61.wav,"WORKER00014325; Other-concerned ; Sad,Concerned; A:2.000000; V:4.000000; D:4.000000;"
032-001.1-2_61.wav,"WORKER00014332; Sad; Sad,Depressed; A:3.000000; V:1.000000; D:1.000000;"
032-001.1-2_61.wav,"WORKER00014348; Neutral; Neutral,Concerned; A:6.000000; V:4.000000; D:4.000000;"
032-001.1-2_61.wav,WORKER00014354; Neutral; Neutral; A:2.000000; V:4.000000; D:2.000000;
032-001.1-2_61.wav,"WORKER00014342; Neutral; Neutral,Concerned; A:2.000000; V:4.000000; D:2.000000;"
033-007.1-2_45.wav,"WORKER00014332; Other-Concerned; Concerned,Confused; A:4.000000; V:3.000000; D:3.000000;"
033-007.1-2_45.wav,"WORKER00014347; Sad; Sad,Concerned,Confused; A:3.000000; V:3.000000; D:4.000000;"
033-007.1-2_45.wav,WORKER00014329; Neutral; Neutral; A:3.000000; V:4.000000; D:3.000000;
033-007.1-2_45.wav,WORKER00014350; Other-Confused; Confused; A:2.000000; V:4.000000; D:2.000000;
033-007.1-2_45.wav,WORKER00014363; Neutral; Neutral; A:4.000000; V:4.000000; D:4.000000;
033-007.1-2_50.wav,WORKER00014369; Neutral; Neutral; A:5.000000; V:4.000000; D:4.000000;
033-007.1-2_50.wav,WORKER00014350; Neutral; Neutral; A:2.000000; V:4.000000; D:4.000000;
