FileName,EmoClass,EmoAct,EmoVal,EmoDom,SpkrID,Gender,Split_Set
015-080.1-2_2.wav,H,4.2,5.0,4.0,Unknown,Unknown,NA
015-080.1-2_254.wav,N,3.8,4.4,4.0,Unknown,Unknown,NA
017-046b.1-2_0.wav,X,4.4,4.0,4.2,Unknown,Unknown,NA
017-046b.1-2_7.wav,X,4.2,3.6,4.4,Unknown,Unknown,NA
017-046b.1-2_8.wav,S,4.0,3.2,4.4,Unknown,Unknown,NA
017-121.1-2_24.wav,H,5.4,5.6,4.6,Unknown,Unknown,NA
024-126.1-2_6.wav,N,2.4,3.4,2.6,Unknown,Unknown,NA
027-044.1-2_30.wav,N,3.4,4.4,3.0,Unknown,Unknown,NA
027-044.1-2_33.wav,N,4.0,4.4,3.8,Unknown,Unknown,NA
032-001.1-2_53.wav,N,3.6,3.2,4.8,Unknown,Unknown,NA
032-001.1-2_61.wav,N,3.0,3.4,2.6,Unknown,Unknown,NA
033-007.1-2_45.wav,X,3.2,3.6,3.2,Unknown,Unknown,NA
033-007.1-2_50.wav,N,3.4,3.8,4.0,Unknown,Unknown,NA
033-007.1-2_82.wav,N,2.8,4.0,3.6,Unknown,Unknown,NA
033-007.1-2_93.wav,H,4.2,5.2,4.0,Unknown,Unknown,NA
033-027.1-2_27.wav,H,3.4,4.4,4.6,Unknown,Unknown,NA
033-027.1-2_36.wav,H,3.8,5.2,4.2,Unknown,Unknown,NA
033-027.1-2_38.wav,N,3.6,3.4,3.4,Unknown,Unknown,NA
033-027.1-2_6.wav,X,4.4,4.6,4.4,Unknown,Unknown,NA
033-027.1-2_8.wav,H,4.0,5.2,4.8,Unknown,Unknown,NA
033-029.1-2_18.wav,H,5.4,5.4,4.6,Unknown,Unknown,NA
033-029.1-2_29.wav,X,5.2,4.2,5.0,Unknown,Unknown,NA
033-029.1-2_62.wav,N,2.6,4.4,4.4,Unknown,Unknown,NA
033-029.1-2_66.wav,N,2.8,3.4,4.0,Unknown,Unknown,NA
033-029.1-2_79.wav,X,4.0,4.4,4.0,Unknown,Unknown,NA
033-029.1-2_82.wav,N,2.8,3.4,3.2,Unknown,Unknown,NA
033-029.1-2_84.wav,X,3.2,3.4,3.6,Unknown,Unknown,NA
033-029.1-2_90.wav,X,2.6,3.4,3.4,Unknown,Unknown,NA
033-029.1-2_96.wav,N,4.2,4.0,4.0,Unknown,Unknown,NA
033-062.1-2_0.wav,N,4.0,4.0,4.0,Unknown,Unknown,NA
033-062.1-2_25.wav,X,3.6,3.4,4.6,Unknown,Unknown,NA
033-062.1-2_27.wav,H,4.6,4.8,4.8,Unknown,Unknown,NA
033-062.1-2_31.wav,H,4.6,5.4,4.8,Unknown,Unknown,NA
033-062.1-2_34.wav,H,4.4,4.4,4.0,Unknown,Unknown,NA
033-062.1-2_41.wav,H,4.4,4.8,4.0,Unknown,Unknown,NA
033-062.1-2_62.wav,H,4.4,5.6,5.2,Unknown,Unknown,NA
033-062.1-2_69.wav,X,4.6,3.2,5.0,Unknown,Unknown,NA
033-065.1-2_3.wav,N,3.2,4.4,4.0,Unknown,Unknown,NA
033-073.1-2_0.wav,N,3.2,3.8,3.2,Unknown,Unknown,NA
033-073.1-2_22.wav,H,4.0,4.8,4.4,Unknown,Unknown,NA
033-073.1-2_34.wav,N,4.0,4.2,4.0,Unknown,Unknown,NA
033-073.1-2_37.wav,N,3.8,3.4,4.2,Unknown,Unknown,NA
033-088.1-2_1.wav,H,4.8,5.8,5.0,Unknown,Unknown,NA
033-088.1-2_19.wav,A,3.8,3.8,4.4,Unknown,Unknown,NA
033-088.1-2_40.wav,H,3.8,4.6,4.0,Unknown,Unknown,NA
033-088.1-2_6.wav,A,5.0,3.0,4.0,Unknown,Unknown,NA
033-088.1-2_62.wav,N,3.2,4.6,3.8,Unknown,Unknown,NA
033-088.1-2_8.wav,N,4.4,4.6,4.2,Unknown,Unknown,NA
033-098.1-2_105.wav,S,3.2,2.8,3.8,Unknown,Unknown,NA
033-098.1-2_107.wav,S,4.4,2.8,3.2,Unknown,Unknown,NA
033-098.1-2_111.wav,N,3.4,3.4,3.6,Unknown,Unknown,NA
033-098.1-2_116.wav,S,3.6,3.4,3.6,Unknown,Unknown,NA
033-098.1-2_121.wav,N,4.0,3.4,3.4,Unknown,Unknown,NA
033-098.1-2_125.wav,H,2.8,4.8,3.4,Unknown,Unknown,NA
033-098.1-2_13.wav,S,2.6,2.6,2.2,Unknown,Unknown,NA
033-098.1-2_14.wav,S,2.4,3.2,3.0,Unknown,Unknown,NA
033-098.1-2_145.wav,S,2.8,3.2,3.6,Unknown,Unknown,NA
033-098.1-2_146.wav,S,3.4,2.4,3.6,Unknown,Unknown,NA
033-098.1-2_149.wav,X,3.4,3.4,3.2,Unknown,Unknown,NA
033-098.1-2_154.wav,N,3.6,3.8,4.0,Unknown,Unknown,NA
033-098.1-2_166.wav,N,3.2,3.2,3.4,Unknown,Unknown,NA
033-098.1-2_171.wav,N,3.8,3.2,4.4,Unknown,Unknown,NA
033-098.1-2_173.wav,S,2.8,3.4,3.6,Unknown,Unknown,NA
033-098.1-2_174.wav,N,3.8,4.0,3.2,Unknown,Unknown,NA
033-098.1-2_176.wav,N,3.2,4.4,3.6,Unknown,Unknown,NA
033-098.1-2_178.wav,X,2.8,3.8,3.8,Unknown,Unknown,NA
033-098.1-2_188.wav,N,2.8,3.8,3.2,Unknown,Unknown,NA
033-098.1-2_191.wav,X,4.2,4.2,4.2,Unknown,Unknown,NA
033-098.1-2_38.wav,S,2.8,3.4,2.6,Unknown,Unknown,NA
033-098.1-2_58.wav,S,3.2,3.2,3.2,Unknown,Unknown,NA
033-098.1-2_60.wav,N,2.4,3.4,3.2,Unknown,Unknown,NA
033-098.1-2_63.wav,N,2.8,4.0,3.6,Unknown,Unknown,NA
033-098.1-2_70.wav,H,2.6,4.8,4.0,Unknown,Unknown,NA
033-098.1-2_80.wav,N,4.6,3.4,3.8,Unknown,Unknown,NA
033-098.1-2_84.wav,X,4.2,3.2,3.8,Unknown,Unknown,NA
033-098.1-2_96.wav,A,3.6,3.0,4.2,Unknown,Unknown,NA
033-110.1-2_0.wav,N,3.0,4.2,3.0,Unknown,Unknown,NA
033-112.1-2_0.wav,N,2.2,3.0,2.6,Unknown,Unknown,NA
034-030.1-2_10.wav,H,4.2,4.4,4.0,Unknown,Unknown,NA
034-030.1-2_23.wav,X,4.4,3.8,3.8,Unknown,Unknown,NA
034-030.1-2_24.wav,X,3.8,3.2,3.8,Unknown,Unknown,NA
034-030.1-2_42.wav,X,5.0,3.6,5.2,Unknown,Unknown,NA
034-030.1-2_56.wav,N,4.2,4.0,3.6,Unknown,Unknown,NA
034-030.1-2_58.wav,A,5.6,3.6,5.6,Unknown,Unknown,NA
034-030.1-2_6.wav,H,4.8,5.6,5.0,Unknown,Unknown,NA
034-030.1-2_60.wav,N,4.6,4.6,4.0,Unknown,Unknown,NA
034-030.1-2_62.wav,N,4.2,4.2,4.2,Unknown,Unknown,NA
034-030.1-2_68.wav,X,5.2,3.2,5.2,Unknown,Unknown,NA
034-030.1-2_70.wav,H,4.6,4.8,4.6,Unknown,Unknown,NA
034-030.1-2_77.wav,N,3.0,3.6,3.2,Unknown,Unknown,NA
034-030.1-2_78.wav,N,5.0,4.6,4.8,Unknown,Unknown,NA
034-030.1-2_81.wav,A,4.8,2.8,5.0,Unknown,Unknown,NA
034-030.1-2_86.wav,H,4.8,4.6,4.6,Unknown,Unknown,NA
034-030.1-2_87.wav,X,5.0,3.4,3.8,Unknown,Unknown,NA
034-030.1-2_9.wav,H,5.0,4.2,4.4,Unknown,Unknown,NA
034-030.1-2_92.wav,N,4.4,4.4,4.8,Unknown,Unknown,NA
034-030.1-2_93.wav,N,4.6,3.2,4.2,Unknown,Unknown,NA
034-030.1-2_97.wav,O,5.0,2.4,5.2,Unknown,Unknown,NA
034-114.1-2_102.wav,X,5.0,3.2,4.2,Unknown,Unknown,NA
034-114.1-2_108.wav,N,2.8,3.6,3.6,Unknown,Unknown,NA
034-114.1-2_116.wav,O,2.8,2.6,4.6,Unknown,Unknown,NA
034-114.1-2_128.wav,O,4.8,3.2,5.2,Unknown,Unknown,NA
034-114.1-2_131.wav,X,4.0,3.0,4.0,Unknown,Unknown,NA
034-114.1-2_132.wav,X,3.6,3.0,4.2,Unknown,Unknown,NA
034-114.1-2_135.wav,X,3.8,3.4,3.2,Unknown,Unknown,NA
034-114.1-2_139.wav,H,2.8,5.0,3.8,Unknown,Unknown,NA
034-114.1-2_14.wav,N,4.0,3.2,4.4,Unknown,Unknown,NA
034-114.1-2_141.wav,N,3.6,4.4,4.2,Unknown,Unknown,NA
034-114.1-2_145.wav,X,3.6,4.8,3.8,Unknown,Unknown,NA
034-114.1-2_149.wav,X,3.4,4.4,4.2,Unknown,Unknown,NA
034-114.1-2_154.wav,X,4.6,3.6,4.8,Unknown,Unknown,NA
034-114.1-2_155.wav,N,2.2,4.2,3.6,Unknown,Unknown,NA
034-114.1-2_159.wav,N,3.2,3.4,3.4,Unknown,Unknown,NA
034-114.1-2_16.wav,N,3.0,3.6,3.6,Unknown,Unknown,NA
034-114.1-2_161.wav,X,2.8,3.0,3.8,Unknown,Unknown,NA
034-114.1-2_164.wav,X,4.6,5.0,4.4,Unknown,Unknown,NA
034-114.1-2_170.wav,X,3.4,3.0,4.2,Unknown,Unknown,NA
034-114.1-2_173.wav,N,3.8,4.2,3.8,Unknown,Unknown,NA
034-114.1-2_178.wav,X,3.2,4.4,3.8,Unknown,Unknown,NA
034-114.1-2_182.wav,N,3.6,4.4,3.8,Unknown,Unknown,NA
034-114.1-2_184.wav,N,3.2,4.4,3.6,Unknown,Unknown,NA
034-114.1-2_188.wav,N,3.2,4.0,4.0,Unknown,Unknown,NA
034-114.1-2_190.wav,S,2.8,3.0,3.8,Unknown,Unknown,NA
034-114.1-2_191.wav,N,3.2,3.8,4.0,Unknown,Unknown,NA
034-114.1-2_198.wav,S,2.2,2.8,2.6,Unknown,Unknown,NA
034-114.1-2_2.wav,H,5.2,4.6,4.8,Unknown,Unknown,NA
034-114.1-2_205.wav,X,3.4,2.6,3.8,Unknown,Unknown,NA
034-114.1-2_206.wav,X,4.6,2.6,4.8,Unknown,Unknown,NA
034-114.1-2_210.wav,X,4.6,3.0,4.6,Unknown,Unknown,NA
034-114.1-2_213.wav,X,4.4,3.0,4.8,Unknown,Unknown,NA
034-114.1-2_215.wav,X,4.4,3.2,4.2,Unknown,Unknown,NA
034-114.1-2_216.wav,X,4.2,3.2,4.4,Unknown,Unknown,NA
034-114.1-2_221.wav,N,4.4,3.8,4.6,Unknown,Unknown,NA
034-114.1-2_223.wav,X,3.0,4.2,3.0,Unknown,Unknown,NA
034-114.1-2_224.wav,N,4.4,4.0,4.2,Unknown,Unknown,NA
034-114.1-2_225.wav,N,3.2,3.0,4.0,Unknown,Unknown,NA
034-114.1-2_227.wav,X,3.4,3.0,3.8,Unknown,Unknown,NA
034-114.1-2_23.wav,N,3.8,2.6,3.8,Unknown,Unknown,NA
034-114.1-2_231.wav,X,3.6,3.4,4.4,Unknown,Unknown,NA
034-114.1-2_234.wav,N,2.8,3.2,3.2,Unknown,Unknown,NA
034-114.1-2_235.wav,X,3.2,3.2,4.0,Unknown,Unknown,NA
034-114.1-2_238.wav,N,2.8,3.0,4.4,Unknown,Unknown,NA
034-114.1-2_242.wav,N,4.2,3.2,4.4,Unknown,Unknown,NA
034-114.1-2_244.wav,N,4.2,3.8,4.0,Unknown,Unknown,NA
034-114.1-2_246.wav,X,3.4,3.8,4.2,Unknown,Unknown,NA
034-114.1-2_26.wav,N,3.6,4.6,4.6,Unknown,Unknown,NA
034-114.1-2_260.wav,O,3.4,3.0,4.4,Unknown,Unknown,NA
034-114.1-2_263.wav,X,3.2,2.6,3.8,Unknown,Unknown,NA
034-114.1-2_268.wav,N,3.4,3.8,4.0,Unknown,Unknown,NA
034-114.1-2_276.wav,H,3.2,4.2,4.4,Unknown,Unknown,NA
034-114.1-2_277.wav,X,2.8,3.0,3.6,Unknown,Unknown,NA
034-114.1-2_278.wav,S,3.2,3.0,4.0,Unknown,Unknown,NA
034-114.1-2_283.wav,N,2.6,4.2,4.4,Unknown,Unknown,NA
034-114.1-2_286.wav,X,3.2,2.2,3.4,Unknown,Unknown,NA
034-114.1-2_288.wav,X,3.4,3.2,3.8,Unknown,Unknown,NA
034-114.1-2_289.wav,N,3.0,2.8,4.0,Unknown,Unknown,NA
034-114.1-2_292.wav,A,4.6,3.6,4.8,Unknown,Unknown,NA
034-114.1-2_293.wav,X,3.4,3.0,4.0,Unknown,Unknown,NA
034-114.1-2_297.wav,C,4.4,2.6,4.4,Unknown,Unknown,NA
034-114.1-2_298.wav,X,4.6,2.4,5.0,Unknown,Unknown,NA
034-114.1-2_302.wav,A,5.0,3.6,4.8,Unknown,Unknown,NA
034-114.1-2_304.wav,N,3.0,4.0,4.6,Unknown,Unknown,NA
034-114.1-2_305.wav,H,4.4,4.8,4.0,Unknown,Unknown,NA
034-114.1-2_310.wav,N,3.6,3.8,4.8,Unknown,Unknown,NA
034-114.1-2_311.wav,N,3.4,3.2,4.0,Unknown,Unknown,NA
034-114.1-2_316.wav,N,3.2,4.0,4.2,Unknown,Unknown,NA
034-114.1-2_318.wav,N,4.6,2.4,4.8,Unknown,Unknown,NA
034-114.1-2_320.wav,X,4.4,3.2,4.6,Unknown,Unknown,NA
034-114.1-2_322.wav,N,4.6,3.6,4.0,Unknown,Unknown,NA
034-114.1-2_329.wav,S,2.4,3.4,4.4,Unknown,Unknown,NA
034-114.1-2_36.wav,N,2.4,3.8,3.2,Unknown,Unknown,NA
034-114.1-2_38.wav,A,3.8,3.0,4.0,Unknown,Unknown,NA
034-114.1-2_42.wav,X,4.2,4.6,3.8,Unknown,Unknown,NA
034-114.1-2_45.wav,N,3.4,3.8,3.8,Unknown,Unknown,NA
034-114.1-2_46.wav,N,2.8,4.6,3.8,Unknown,Unknown,NA
034-114.1-2_47.wav,S,3.8,2.8,3.6,Unknown,Unknown,NA
034-114.1-2_48.wav,S,3.6,3.0,3.8,Unknown,Unknown,NA
034-114.1-2_49.wav,N,4.8,4.2,4.6,Unknown,Unknown,NA
034-114.1-2_5.wav,N,4.2,4.6,4.2,Unknown,Unknown,NA
034-114.1-2_51.wav,N,2.8,3.4,3.2,Unknown,Unknown,NA
034-114.1-2_53.wav,N,3.0,3.4,3.6,Unknown,Unknown,NA
034-114.1-2_6.wav,X,3.0,3.4,2.8,Unknown,Unknown,NA
034-114.1-2_60.wav,X,4.2,3.6,4.4,Unknown,Unknown,NA
034-114.1-2_63.wav,N,4.2,4.0,4.0,Unknown,Unknown,NA
034-114.1-2_64.wav,N,3.0,3.8,3.6,Unknown,Unknown,NA
034-114.1-2_66.wav,A,3.8,3.4,4.0,Unknown,Unknown,NA
034-114.1-2_75.wav,N,5.2,3.0,4.8,Unknown,Unknown,NA
034-114.1-2_78.wav,O,3.2,2.6,4.6,Unknown,Unknown,NA
034-114.1-2_80.wav,A,4.6,2.8,5.0,Unknown,Unknown,NA
034-114.1-2_86.wav,N,3.2,3.8,4.8,Unknown,Unknown,NA
034-114.1-2_90.wav,N,4.2,4.2,4.4,Unknown,Unknown,NA
034-114.1-2_95.wav,N,4.6,4.2,4.4,Unknown,Unknown,NA
034-128.1-2_13.wav,H,4.2,5.0,4.0,Unknown,Unknown,NA
034-128.1-2_6.wav,N,3.6,3.2,4.2,Unknown,Unknown,NA
035-035.1-2_111.wav,N,3.2,3.6,4.2,Unknown,Unknown,NA
035-035.1-2_114.wav,X,3.4,3.2,4.6,Unknown,Unknown,NA
035-035.1-2_115.wav,S,2.6,2.4,2.6,Unknown,Unknown,NA
035-035.1-2_12.wav,H,3.6,5.0,4.0,Unknown,Unknown,NA
035-035.1-2_133.wav,N,3.6,4.2,3.6,Unknown,Unknown,NA
035-035.1-2_145.wav,N,4.2,3.4,4.2,Unknown,Unknown,NA
035-035.1-2_150.wav,S,3.4,3.0,4.8,Unknown,Unknown,NA
035-035.1-2_153.wav,X,4.0,3.4,4.0,Unknown,Unknown,NA
035-035.1-2_154.wav,N,3.8,3.8,4.0,Unknown,Unknown,NA
035-035.1-2_155.wav,N,2.4,3.8,2.6,Unknown,Unknown,NA
035-035.1-2_158.wav,N,3.2,3.6,3.8,Unknown,Unknown,NA
035-035.1-2_164.wav,N,3.4,3.4,3.4,Unknown,Unknown,NA
035-035.1-2_171.wav,A,4.2,2.6,4.8,Unknown,Unknown,NA
035-035.1-2_176.wav,N,3.2,3.8,3.2,Unknown,Unknown,NA
035-035.1-2_18.wav,N,3.0,4.0,3.4,Unknown,Unknown,NA
035-035.1-2_188.wav,X,3.6,3.2,3.2,Unknown,Unknown,NA
035-035.1-2_196.wav,X,3.6,3.0,4.8,Unknown,Unknown,NA
035-035.1-2_199.wav,X,3.8,2.8,5.4,Unknown,Unknown,NA
035-035.1-2_20.wav,N,3.6,4.2,3.4,Unknown,Unknown,NA
035-035.1-2_206.wav,N,2.8,3.0,3.4,Unknown,Unknown,NA
035-035.1-2_217.wav,N,3.0,3.0,4.6,Unknown,Unknown,NA
035-035.1-2_220.wav,O,4.2,3.0,4.4,Unknown,Unknown,NA
035-035.1-2_224.wav,X,5.0,3.0,5.0,Unknown,Unknown,NA
035-035.1-2_243.wav,X,2.4,3.2,4.4,Unknown,Unknown,NA
035-035.1-2_246.wav,H,3.4,4.8,4.4,Unknown,Unknown,NA
035-035.1-2_44.wav,N,3.0,4.0,3.4,Unknown,Unknown,NA
035-035.1-2_52.wav,N,5.2,3.6,5.0,Unknown,Unknown,NA
035-035.1-2_60.wav,N,3.8,3.8,5.0,Unknown,Unknown,NA
035-035.1-2_76.wav,X,3.4,3.4,4.0,Unknown,Unknown,NA
035-035.1-2_78.wav,N,3.0,3.6,3.0,Unknown,Unknown,NA
035-035.1-2_8.wav,N,3.6,4.4,3.6,Unknown,Unknown,NA
035-035.1-2_90.wav,N,4.2,3.4,4.4,Unknown,Unknown,NA
035-035.1-2_94.wav,N,3.2,4.2,4.0,Unknown,Unknown,NA
036-035.1-2_15.wav,N,3.2,4.6,4.0,Unknown,Unknown,NA
036-035.1-2_19.wav,S,3.4,3.0,3.8,Unknown,Unknown,NA
036-035.1-2_23.wav,A,4.0,3.2,4.4,Unknown,Unknown,NA
036-035.1-2_34.wav,N,3.4,3.6,3.8,Unknown,Unknown,NA
036-035.1-2_52.wav,A,3.8,2.8,4.2,Unknown,Unknown,NA
036-035.1-2_55.wav,N,3.4,3.4,4.0,Unknown,Unknown,NA
036-035.1-2_56.wav,N,4.0,3.8,4.4,Unknown,Unknown,NA
036-035.1-2_68.wav,N,3.2,3.4,4.8,Unknown,Unknown,NA
036-035.1-2_72.wav,N,3.8,3.4,4.4,Unknown,Unknown,NA
036-035.1-2_83.wav,N,2.4,4.0,2.6,Unknown,Unknown,NA
036-035.1-2_87.wav,O,3.6,3.2,4.0,Unknown,Unknown,NA
036-035.1-2_88.wav,C,3.0,2.6,4.0,Unknown,Unknown,NA
036-035.1-2_89.wav,N,3.4,4.4,3.8,Unknown,Unknown,NA
036-035.1-2_93.wav,N,5.0,3.8,4.8,Unknown,Unknown,NA
036-127.1-2_14.wav,F,2.4,3.6,2.6,Unknown,Unknown,NA
036-127.1-2_5.wav,S,2.8,3.4,3.6,Unknown,Unknown,NA
036-127.1-2_6.wav,X,2.2,3.2,3.0,Unknown,Unknown,NA
043-165.1-2_23.wav,N,3.6,4.8,4.2,Unknown,Unknown,NA
043-165.1-2_24.wav,N,3.2,3.6,3.6,Unknown,Unknown,NA
043-165.1-2_5.wav,N,2.8,3.4,3.8,Unknown,Unknown,NA
044-027.1-2_11.wav,N,2.4,3.6,3.0,Unknown,Unknown,NA
044-027.1-2_19.wav,X,3.8,2.8,3.6,Unknown,Unknown,NA
044-027.1-2_20.wav,N,3.8,3.8,3.8,Unknown,Unknown,NA
044-027.1-2_22.wav,N,3.4,3.6,3.4,Unknown,Unknown,NA
044-027.1-2_32.wav,N,3.8,3.0,3.8,Unknown,Unknown,NA
044-027.1-2_34.wav,N,3.0,3.4,4.4,Unknown,Unknown,NA
044-027.1-2_40.wav,N,3.2,4.2,3.4,Unknown,Unknown,NA
044-027.1-2_51.wav,N,2.8,4.0,3.4,Unknown,Unknown,NA
044-027.1-2_52.wav,S,3.2,3.2,4.2,Unknown,Unknown,NA
044-069.1-2_10.wav,N,3.0,4.0,2.8,Unknown,Unknown,NA
044-069.1-2_21.wav,N,3.6,3.4,3.4,Unknown,Unknown,NA
044-069.1-2_52.wav,S,3.2,3.2,4.2,Unknown,Unknown,NA
044-069.1-2_58.wav,N,4.0,4.2,4.0,Unknown,Unknown,NA
044-069.1-2_72.wav,N,3.2,3.4,4.0,Unknown,Unknown,NA
044-069.1-2_83.wav,N,3.4,3.8,3.6,Unknown,Unknown,NA
140-058.1-2_10.wav,N,4.4,4.2,4.4,Unknown,Unknown,NA
140-058.1-2_26.wav,N,3.4,4.4,4.0,Unknown,Unknown,NA
145-017.1-2_15.wav,N,4.0,3.6,4.2,Unknown,Unknown,NA
145-017.1-2_19.wav,N,2.6,3.8,2.2,Unknown,Unknown,NA
145-017.1-2_4.wav,X,2.6,3.4,2.4,Unknown,Unknown,NA
145-017.1-2_8.wav,N,2.2,3.6,2.0,Unknown,Unknown,NA
145-017.1-2_9.wav,N,2.0,3.0,1.6,Unknown,Unknown,NA
154-003.1-2_100.wav,N,4.4,3.8,4.4,Unknown,Unknown,NA
154-003.1-2_101.wav,N,2.8,3.8,3.8,Unknown,Unknown,NA
154-003.1-2_107.wav,N,4.4,4.0,4.8,Unknown,Unknown,NA
154-003.1-2_122.wav,N,3.0,4.4,3.0,Unknown,Unknown,NA
154-003.1-2_124.wav,N,3.4,3.8,3.4,Unknown,Unknown,NA
154-003.1-2_13.wav,S,2.8,3.6,3.4,Unknown,Unknown,NA
154-003.1-2_135.wav,N,3.166667,4.0,3.833333,Unknown,Unknown,NA
154-003.1-2_144.wav,N,3.0,3.2,3.0,Unknown,Unknown,NA
154-003.1-2_145.wav,N,3.0,4.2,3.0,Unknown,Unknown,NA
154-003.1-2_148.wav,H,4.2,5.4,4.4,Unknown,Unknown,NA
154-003.1-2_150.wav,N,3.4,4.4,4.2,Unknown,Unknown,NA
154-003.1-2_155.wav,N,3.2,3.4,3.4,Unknown,Unknown,NA
154-003.1-2_162.wav,N,3.4,4.4,3.4,Unknown,Unknown,NA
154-003.1-2_163.wav,X,5.2,2.6,5.0,Unknown,Unknown,NA
154-003.1-2_168.wav,N,2.0,3.4,2.8,Unknown,Unknown,NA
154-003.1-2_19.wav,X,3.8,3.0,4.2,Unknown,Unknown,NA
154-003.1-2_21.wav,N,2.4,3.8,2.8,Unknown,Unknown,NA
154-003.1-2_22.wav,N,3.6,3.4,3.0,Unknown,Unknown,NA
154-003.1-2_24.wav,N,3.8,4.0,3.6,Unknown,Unknown,NA
154-003.1-2_26.wav,A,4.6,3.4,4.8,Unknown,Unknown,NA
154-003.1-2_27.wav,N,4.2,3.2,4.2,Unknown,Unknown,NA
154-003.1-2_29.wav,H,4.8,4.6,4.6,Unknown,Unknown,NA
154-003.1-2_36.wav,N,4.2,3.2,3.6,Unknown,Unknown,NA
154-003.1-2_37.wav,X,3.8,3.2,3.8,Unknown,Unknown,NA
154-003.1-2_42.wav,X,4.0,3.8,4.0,Unknown,Unknown,NA
154-003.1-2_43.wav,N,2.6,3.2,3.2,Unknown,Unknown,NA
154-003.1-2_45.wav,N,2.8,3.2,3.0,Unknown,Unknown,NA
154-003.1-2_49.wav,H,2.6,4.0,4.2,Unknown,Unknown,NA
154-003.1-2_5.wav,N,4.0,4.0,4.0,Unknown,Unknown,NA
154-003.1-2_54.wav,N,3.8,2.8,4.0,Unknown,Unknown,NA
154-003.1-2_59.wav,X,4.2,3.4,3.6,Unknown,Unknown,NA
154-003.1-2_63.wav,N,3.8,4.0,3.4,Unknown,Unknown,NA
154-003.1-2_64.wav,N,4.0,4.2,4.2,Unknown,Unknown,NA
154-003.1-2_65.wav,N,4.0,3.4,4.4,Unknown,Unknown,NA
154-003.1-2_74.wav,S,2.4,2.8,3.0,Unknown,Unknown,NA
154-003.1-2_75.wav,S,2.4,2.4,3.0,Unknown,Unknown,NA
154-003.1-2_78.wav,S,2.4,2.4,2.6,Unknown,Unknown,NA
154-003.1-2_79.wav,N,4.6,3.8,4.0,Unknown,Unknown,NA
154-003.1-2_81.wav,N,3.4,2.8,3.2,Unknown,Unknown,NA
154-003.1-2_82.wav,N,2.6,3.8,3.4,Unknown,Unknown,NA
154-003.1-2_84.wav,N,3.8,4.0,3.4,Unknown,Unknown,NA
154-003.1-2_86.wav,X,3.0,3.8,3.0,Unknown,Unknown,NA
154-003.1-2_88.wav,N,4.0,3.6,4.0,Unknown,Unknown,NA
154-003.1-2_98.wav,N,3.2,4.0,3.6,Unknown,Unknown,NA
